Acceleration,Sprint Speed,Agility,Balance,Jumping,Stamina,Strength,Position,Preferred foot,Height,Weight,Alternative positions,Age
52,57,61,70,60,59,70,CDM,Right,"178cm / 5'10""",77kg / 170lb,,30
52,64,46,49,65,68,78,CB,Right,"188cm / 6'2""",85kg / 187lb,,24
74,68,77,73,53,37,55,CAM,Left,"177cm / 5'10""",69kg / 152lb,RW,18
91,86,69,66,64,69,54,ST,Left,"180cm / 5'11""",69kg / 152lb,"RW, LW",27
77,70,69,56,62,54,56,LB,Left,"180cm / 5'11""",74kg / 163lb,,19
61,63,57,81,50,61,59,RB,Right,"182cm / 6'0""",67kg / 148lb,RM,24
25,22,24,42,47,18,53,GK,Right,"186cm / 6'1""",76kg / 168lb,,20
60,53,58,48,66,52,70,CB,Left,"189cm / 6'2""",80kg / 176lb,LB,25
42,44,46,40,55,32,58,GK,Right,"190cm / 6'3""",85kg / 187lb,,23
33,30,38,46,41,21,44,GK,Right,"187cm / 6'2""",78kg / 172lb,,25
75,76,66,87,41,45,43,RW,Left,"173cm / 5'8""",68kg / 150lb,"LW, RM",20
58,59,61,51,61,62,55,CB,Left,"185cm / 6'1""",77kg / 170lb,,21
70,70,68,67,60,55,58,RW,Right,"167cm / 5'6""",65kg / 143lb,RM,19
66,63,73,63,56,66,59,CM,Right,"183cm / 6'0""",65kg / 143lb,CAM,24
74,76,80,85,44,63,42,LM,Right,"170cm / 5'7""",63kg / 139lb,"RM, LW",22
79,80,74,60,75,62,74,RW,Right,"185cm / 6'1""",72kg / 159lb,"ST, RM",25
81,81,76,81,61,63,48,LB,Left,"168cm / 5'6""",60kg / 132lb,,23
58,63,52,56,68,62,71,CB,Right,"185cm / 6'1""",79kg / 174lb,,22
68,67,60,59,57,63,76,CM,Right,"190cm / 6'3""",88kg / 194lb,,19
30,30,31,28,44,21,47,GK,Right,"190cm / 6'3""",82kg / 181lb,,19
62,60,58,63,64,62,61,CDM,Left,"182cm / 6'0""",74kg / 163lb,CM,20
27,31,29,24,54,18,63,GK,Right,"192cm / 6'4""",81kg / 179lb,,20
71,74,69,68,65,56,52,RM,Left,"175cm / 5'9""",59kg / 130lb,"LM, LW, RW",25
52,67,34,57,74,64,77,CB,Right,"180cm / 5'11""",73kg / 161lb,RB,26
63,68,69,81,52,76,64,LB,Left,"172cm / 5'8""",68kg / 150lb,RB,25
51,55,61,40,68,72,76,CDM,Right,"189cm / 6'2""",81kg / 179lb,"CM, CAM",23
60,51,42,53,68,55,64,CDM,Right,"190cm / 6'3""",77kg / 170lb,CB,23
57,56,47,54,68,62,72,CB,Right,"185cm / 6'1""",81kg / 179lb,CDM,25
65,68,68,73,54,53,51,RB,Right,"177cm / 5'10""",70kg / 154lb,,24
74,78,81,76,60,58,55,ST,Right,"176cm / 5'9""",72kg / 159lb,LW,20
30,22,21,22,47,24,51,GK,Right,"191cm / 6'3""",82kg / 181lb,,21
68,69,68,66,65,60,70,LB,Left,"182cm / 6'0""",80kg / 176lb,LM,23
62,64,49,58,68,61,65,CB,Right,"190cm / 6'3""",73kg / 161lb,,18
81,73,77,74,64,53,50,ST,Left,"177cm / 5'10""",70kg / 154lb,"RW, CAM",18
58,60,55,71,46,60,49,CM,Right,"175cm / 5'9""",70kg / 154lb,,21
62,66,59,48,48,57,49,RB,Right,"173cm / 5'8""",73kg / 161lb,,21
15,27,24,48,44,19,53,GK,Right,"185cm / 6'1""",80kg / 176lb,,19
66,73,50,64,61,55,61,LM,Left,"184cm / 6'0""",76kg / 168lb,"ST, CAM, LW",22
76,65,61,54,76,61,69,LB,Left,"185cm / 6'1""",76kg / 168lb,,24
61,57,45,55,61,55,59,CB,Right,"187cm / 6'2""",76kg / 168lb,RB,24
42,58,46,44,60,25,68,GK,Right,"186cm / 6'1""",75kg / 165lb,,25
69,66,57,49,70,63,67,CM,Right,"190cm / 6'3""",78kg / 172lb,,22
68,67,71,61,65,52,61,CAM,Right,"183cm / 6'0""",78kg / 172lb,LM,21
71,61,61,81,44,63,46,CM,Left,"170cm / 5'7""",70kg / 154lb,,19
63,57,60,48,67,68,74,CB,Left,"185cm / 6'1""",80kg / 176lb,,19
73,68,73,66,67,63,66,ST,Left,"184cm / 6'0""",68kg / 150lb,"RM, CAM",23
74,77,72,58,51,59,52,LW,Right,"175cm / 5'9""",72kg / 159lb,LM,21
68,61,63,49,78,73,75,CDM,Right,"179cm / 5'10""",69kg / 152lb,CM,25
63,68,62,69,54,56,57,CDM,Right,"178cm / 5'10""",68kg / 150lb,CM,23
74,70,81,78,39,32,32,RW,Right,"168cm / 5'6""",77kg / 170lb,"RM, LM",32
24,23,32,32,58,17,71,GK,Left,"189cm / 6'2""",95kg / 209lb,,22
60,68,36,43,72,65,74,CB,Right,"194cm / 6'4""",80kg / 176lb,CDM,20
59,55,40,60,53,20,45,GK,Right,"185cm / 6'1""",70kg / 154lb,,26
76,74,72,68,56,65,59,LM,Right,"182cm / 6'0""",76kg / 168lb,"RM, LW",29
55,66,60,34,59,49,58,CB,Left,"189cm / 6'2""",70kg / 154lb,,20
64,64,54,77,54,49,56,CDM,Right,"173cm / 5'8""",71kg / 157lb,,19
18,17,22,38,36,24,41,GK,Right,"186cm / 6'1""",88kg / 194lb,,22
60,63,68,66,63,74,61,CM,Right,"180cm / 5'11""",78kg / 172lb,"RM, CDM",25
28,27,26,23,50,18,58,GK,Right,"198cm / 6'6""",80kg / 176lb,,25
50,49,47,51,68,61,80,CDM,Right,"186cm / 6'1""",75kg / 165lb,CM,22
64,54,37,60,75,63,67,CB,Left,"183cm / 6'0""",76kg / 168lb,LB,20
70,74,67,69,71,67,76,RB,Right,"183cm / 6'0""",77kg / 170lb,RM,24
62,64,53,80,37,53,40,CDM,Left,"168cm / 5'6""",64kg / 141lb,CM,18
77,71,69,69,73,46,64,CDM,Right,"169cm / 5'7""",65kg / 143lb,,18
72,64,86,89,37,60,31,ST,Right,"172cm / 5'8""",59kg / 130lb,,20
62,76,58,49,68,34,69,ST,Right,"189cm / 6'2""",79kg / 174lb,,21
15,28,36,38,40,20,47,GK,Right,"188cm / 6'2""",72kg / 159lb,,21
68,67,64,66,50,64,58,CAM,Right,"181cm / 5'11""",70kg / 154lb,CM,20
74,78,67,59,71,60,72,LM,Left,"191cm / 6'3""",88kg / 194lb,LW,20
51,41,47,32,61,51,72,CB,Left,"188cm / 6'2""",77kg / 170lb,,21
74,72,75,83,42,62,42,CM,Right,"174cm / 5'9""",70kg / 154lb,CAM,30
70,68,65,73,68,65,60,RB,Right,"181cm / 5'11""",76kg / 168lb,LB,31
64,71,69,64,58,71,71,RM,Right,"181cm / 5'11""",74kg / 163lb,"RB, CDM, RW",31
46,44,41,47,54,38,51,GK,Right,"195cm / 6'5""",81kg / 179lb,,27
66,64,46,73,63,67,72,LB,Right,"184cm / 6'0""",76kg / 168lb,CB,22
70,78,65,50,69,54,73,CB,Right,"194cm / 6'4""",87kg / 192lb,,21
66,64,65,65,63,62,72,ST,Right,"185cm / 6'1""",76kg / 168lb,CAM,24
79,81,77,75,58,65,57,LB,Left,"177cm / 5'10""",65kg / 143lb,CM,25
78,82,81,70,68,64,62,ST,Right,"175cm / 5'9""",70kg / 154lb,,26
74,75,73,72,54,73,57,LM,Right,"177cm / 5'10""",73kg / 161lb,LW,33
71,71,82,86,46,50,46,CAM,Right,"175cm / 5'9""",69kg / 152lb,"RW, LW",19
65,67,76,75,44,60,44,CM,Left,"178cm / 5'10""",66kg / 146lb,,20
59,63,49,52,72,62,80,CB,Right,"188cm / 6'2""",83kg / 183lb,,29
67,64,62,60,67,61,69,CB,Left,"184cm / 6'0""",78kg / 172lb,LB,20
62,55,55,51,58,62,59,RB,Right,"180cm / 5'11""",76kg / 168lb,,25
75,76,73,65,76,71,75,ST,Left,"180cm / 5'11""",70kg / 154lb,,27
72,68,79,85,39,43,34,CAM,Right,"173cm / 5'8""",65kg / 143lb,,23
66,63,68,61,55,60,58,CM,Right,"178cm / 5'10""",78kg / 172lb,"CAM, ST",22
52,49,67,72,69,66,58,CDM,Right,"175cm / 5'9""",65kg / 143lb,CM,31
20,22,35,28,42,24,46,GK,Right,"190cm / 6'3""",86kg / 190lb,,25
78,73,76,76,58,62,59,RW,Left,"170cm / 5'7""",68kg / 150lb,"LW, RM",26
46,54,64,43,56,21,57,GK,Left,"183cm / 6'0""",82kg / 181lb,,31
74,69,76,81,44,71,44,RB,Right,"174cm / 5'9""",68kg / 150lb,RM,21
63,60,55,49,67,53,70,CDM,Right,"187cm / 6'2""",78kg / 172lb,CB,24
65,60,77,75,34,44,37,CAM,Right,"177cm / 5'10""",68kg / 150lb,,25
74,72,69,61,51,54,58,LW,Right,"184cm / 6'0""",72kg / 159lb,LM,20
49,42,30,53,63,30,64,GK,Right,"187cm / 6'2""",72kg / 159lb,,31
50,56,52,35,77,51,85,ST,Right,"202cm / 6'8""",85kg / 187lb,,25
77,77,71,77,65,65,58,RB,Right,"170cm / 5'7""",70kg / 154lb,,21
29,30,39,35,38,16,41,GK,Left,"188cm / 6'2""",78kg / 172lb,,20
69,66,80,76,45,72,50,LM,Left,"183cm / 6'0""",71kg / 157lb,"CAM, LW",22
63,67,51,52,65,62,71,RB,Right,"187cm / 6'2""",75kg / 165lb,CDM,20
74,78,65,71,65,60,60,RB,Right,"170cm / 5'7""",65kg / 143lb,,26
62,69,35,50,66,64,72,CB,Left,"188cm / 6'2""",79kg / 174lb,,26
72,71,63,69,52,59,55,RM,Left,"165cm / 5'5""",57kg / 126lb,"LM, RW",29
77,73,73,74,68,58,54,RM,Right,"171cm / 5'7""",69kg / 152lb,RW,32
72,73,63,72,55,71,50,RB,Right,"170cm / 5'7""",60kg / 132lb,,28
92,81,85,91,43,53,31,RM,Right,"168cm / 5'6""",62kg / 137lb,RW,20
73,75,69,67,62,57,60,RB,Right,"175cm / 5'9""",76kg / 168lb,LB,25
63,57,55,74,73,57,69,CB,Right,"179cm / 5'10""",76kg / 168lb,RB,29
80,77,73,83,59,52,62,LM,Right,"169cm / 5'7""",70kg / 154lb,"RM, LW",22
76,75,73,65,65,60,58,RM,Right,"179cm / 5'10""",65kg / 143lb,"RB, RW",20
66,69,58,70,57,60,60,LB,Left,"170cm / 5'7""",69kg / 152lb,,24
70,72,74,70,47,54,66,LB,Left,"177cm / 5'10""",63kg / 139lb,LM,29
30,34,31,53,64,29,76,GK,Right,"182cm / 6'0""",94kg / 207lb,,28
72,65,66,63,71,62,73,LB,Left,"180cm / 5'11""",73kg / 161lb,,27
66,78,42,45,64,60,83,ST,Left,"193cm / 6'4""",87kg / 192lb,,23
70,70,75,55,57,56,58,ST,Right,"189cm / 6'2""",71kg / 157lb,RW,21
44,43,43,45,48,27,47,GK,Right,"186cm / 6'1""",73kg / 161lb,,18
72,69,65,66,52,55,56,LW,Left,"176cm / 5'9""",68kg / 150lb,"CAM, RB, LM",18
23,26,25,20,37,15,43,GK,Right,"185cm / 6'1""",76kg / 168lb,,23
77,76,76,53,54,64,47,RB,Right,"176cm / 5'9""",71kg / 157lb,,20
76,74,74,75,63,62,54,ST,Right,"179cm / 5'10""",72kg / 159lb,,19
74,72,80,63,59,39,63,RM,Left,"178cm / 5'10""",76kg / 168lb,"LM, RW",31
71,75,65,67,67,68,68,RB,Right,"185cm / 6'1""",78kg / 172lb,,19
53,55,45,58,62,48,60,CB,Right,"192cm / 6'4""",75kg / 165lb,,20
72,66,72,74,65,60,62,ST,Right,"170cm / 5'7""",70kg / 154lb,,19
71,66,67,69,48,53,49,RB,Right,"180cm / 5'11""",70kg / 154lb,,22
28,19,21,35,50,20,56,GK,Right,"187cm / 6'2""",79kg / 174lb,,20
61,63,65,60,68,61,72,CB,Right,"182cm / 6'0""",78kg / 172lb,,24
70,70,69,71,45,64,48,RB,Right,"178cm / 5'10""",69kg / 152lb,LB,20
64,58,66,64,43,62,32,CM,Right,"186cm / 6'1""",71kg / 157lb,CDM,20
60,63,62,76,62,60,70,CDM,Right,"175cm / 5'9""",68kg / 150lb,,21
64,66,63,59,75,61,68,CB,Right,"180cm / 5'11""",76kg / 168lb,RB,21
66,66,73,65,55,64,53,CAM,Right,"179cm / 5'10""",73kg / 161lb,ST,21
71,68,67,67,49,55,52,RM,Right,"177cm / 5'10""",75kg / 165lb,"LM, RW",21
62,64,60,58,51,54,53,LM,Left,"181cm / 5'11""",70kg / 154lb,"LB, LW",19
73,71,66,66,59,53,50,ST,Right,"180cm / 5'11""",74kg / 163lb,,18
58,60,57,66,44,44,45,CAM,Left,"185cm / 6'1""",80kg / 176lb,CM,17
75,73,74,73,60,60,56,RM,Right,"179cm / 5'10""",75kg / 165lb,"ST, CAM, RW",22
16,30,31,23,50,23,62,GK,Right,"196cm / 6'5""",83kg / 183lb,,19
56,54,49,42,65,51,75,CB,Left,"198cm / 6'6""",84kg / 185lb,,21
75,69,66,88,40,68,37,RB,Right,"168cm / 5'6""",64kg / 141lb,,22
74,72,70,70,63,53,63,RM,Right,"181cm / 5'11""",75kg / 165lb,"ST, LM, RW",18
65,62,69,67,46,41,51,LM,Right,"181cm / 5'11""",72kg / 159lb,"CAM, LW",21
76,79,71,69,56,63,57,LM,Right,"183cm / 6'0""",78kg / 172lb,LW,23
68,65,54,51,71,62,72,RB,Right,"185cm / 6'1""",80kg / 176lb,CB,20
55,62,55,59,64,69,74,CDM,Right,"183cm / 6'0""",81kg / 179lb,"CM, CB",24
61,52,65,82,45,69,50,CDM,Right,"170cm / 5'7""",65kg / 143lb,CM,24
15,19,36,26,51,22,66,GK,Right,"193cm / 6'4""",95kg / 209lb,,21
59,56,61,61,64,40,58,GK,Right,"185cm / 6'1""",79kg / 174lb,,29
34,32,42,49,42,22,44,GK,Right,"183cm / 6'0""",75kg / 165lb,,21
49,54,49,45,61,74,72,CDM,Right,"182cm / 6'0""",72kg / 159lb,CM,32
75,72,69,76,68,68,67,CAM,Right,"185cm / 6'1""",76kg / 168lb,,19
78,75,71,70,39,41,34,CAM,Right,"179cm / 5'10""",70kg / 154lb,ST,18
66,68,55,60,63,49,65,LB,Left,"185cm / 6'1""",77kg / 170lb,CB,19
52,53,46,54,55,59,67,LB,Left,"179cm / 5'10""",72kg / 159lb,,20
63,63,55,67,56,55,60,LW,Right,"180cm / 5'11""",68kg / 150lb,"RW, LM",19
64,62,57,51,65,64,63,RB,Right,"188cm / 6'2""",80kg / 176lb,CB,18
24,17,33,36,45,21,51,GK,Right,"188cm / 6'2""",77kg / 170lb,,21
62,65,70,70,57,66,62,CM,Right,"178cm / 5'10""",74kg / 163lb,CDM,21
67,71,66,68,67,56,70,ST,Right,"182cm / 6'0""",74kg / 163lb,,19
81,76,78,75,64,66,57,RM,Left,"178cm / 5'10""",72kg / 159lb,"LM, RW",23
54,52,32,45,73,56,80,CB,Right,"188cm / 6'2""",82kg / 181lb,,26
40,35,25,40,54,25,55,GK,Right,"180cm / 5'11""",75kg / 165lb,,21
71,65,77,76,48,63,49,LM,Left,"176cm / 5'9""",70kg / 154lb,"LB, LW",24
62,63,42,58,63,48,56,CB,Right,"180cm / 5'11""",75kg / 165lb,,21
27,22,25,48,42,23,46,GK,Right,"185cm / 6'1""",75kg / 165lb,,23
47,49,42,41,71,64,77,CB,Right,"188cm / 6'2""",80kg / 176lb,RB,34
66,69,59,59,55,51,57,LM,Right,"185cm / 6'1""",73kg / 161lb,"RM, LW",17
60,63,48,56,69,58,67,ST,Right,"185cm / 6'1""",78kg / 172lb,,26
59,58,44,55,63,59,58,CB,Right,"190cm / 6'3""",72kg / 159lb,,20
65,53,52,79,67,56,68,RB,Right,"175cm / 5'9""",68kg / 150lb,LB,37
68,68,72,75,51,68,50,CAM,Right,"173cm / 5'8""",70kg / 154lb,,21
68,73,45,59,63,58,59,CB,Right,"185cm / 6'1""",74kg / 163lb,,19
77,76,69,71,54,65,55,RM,Right,"170cm / 5'7""",62kg / 137lb,"LM, RW",19
71,70,73,84,39,62,34,CAM,Right,"172cm / 5'8""",58kg / 128lb,CDM,18
56,57,47,64,55,67,59,CB,Right,"182cm / 6'0""",70kg / 154lb,CDM,17
74,74,75,75,54,60,65,LM,Right,"179cm / 5'10""",80kg / 176lb,"RM, LW",23
34,31,31,46,49,24,52,GK,Right,"185cm / 6'1""",70kg / 154lb,,24
62,68,64,70,56,60,61,RW,Right,"177cm / 5'10""",72kg / 159lb,RM,19
68,72,63,69,63,65,59,CM,Right,"183cm / 6'0""",73kg / 161lb,,20
60,66,58,75,36,48,42,CAM,Right,"171cm / 5'7""",67kg / 148lb,,23
65,63,57,64,62,63,57,CB,Right,"180cm / 5'11""",76kg / 168lb,"RB, LB",18
30,30,42,64,47,63,67,CDM,Right,"176cm / 5'9""",75kg / 165lb,CM,36
55,56,58,49,65,33,62,CB,Right,"189cm / 6'2""",78kg / 172lb,,20
79,75,72,79,57,79,55,LB,Left,"171cm / 5'7""",64kg / 141lb,"LM, LW",32
75,72,61,52,62,60,45,LM,Right,"187cm / 6'2""",75kg / 165lb,"ST, LW",20
67,69,77,83,51,52,50,CM,Right,"171cm / 5'7""",65kg / 143lb,CDM,20
34,18,25,29,57,27,70,GK,Right,"204cm / 6'8""",95kg / 209lb,,24
70,74,73,68,66,58,60,RW,Left,"180cm / 5'11""",74kg / 163lb,"ST, RM",17
55,60,42,54,68,52,73,CB,Right,"185cm / 6'1""",78kg / 172lb,,20
69,80,83,63,64,66,71,CB,Right,"183cm / 6'0""",80kg / 176lb,RB,28
62,63,59,77,46,60,47,CM,Left,"173cm / 5'8""",70kg / 154lb,CDM,19
55,54,64,63,48,60,59,CM,Right,"180cm / 5'11""",80kg / 176lb,CDM,32
66,64,66,67,56,64,57,CM,Right,"180cm / 5'11""",75kg / 165lb,,20
58,53,49,64,66,62,64,CB,Left,"182cm / 6'0""",72kg / 159lb,,17
32,32,55,44,52,27,59,GK,Right,"196cm / 6'5""",92kg / 203lb,,39
37,41,23,27,57,21,62,GK,Right,"194cm / 6'4""",82kg / 181lb,,23
66,69,71,78,55,74,66,LM,Right,"175cm / 5'9""",64kg / 141lb,"CAM, LW",22
65,69,62,55,71,61,70,ST,Right,"185cm / 6'1""",82kg / 181lb,,19
30,23,45,42,37,25,37,GK,Right,"181cm / 5'11""",78kg / 172lb,,23
68,66,61,65,52,60,53,RB,Right,"180cm / 5'11""",73kg / 161lb,,21
62,64,55,64,48,53,55,CM,Right,"178cm / 5'10""",70kg / 154lb,,22
69,69,41,57,73,59,76,CB,Right,"189cm / 6'2""",77kg / 170lb,,21
65,68,63,66,61,68,69,RB,Right,"183cm / 6'0""",77kg / 170lb,,20
70,72,64,62,65,72,70,CM,Right,"183cm / 6'0""",72kg / 159lb,,20
59,62,51,49,66,64,65,CB,Right,"182cm / 6'0""",78kg / 172lb,,23
75,72,81,78,48,58,49,CAM,Right,"170cm / 5'7""",70kg / 154lb,"LM, RM",22
68,67,72,55,59,62,62,RM,Right,"177cm / 5'10""",64kg / 141lb,"CAM, RB, RW",24
82,84,79,71,59,67,59,RB,Right,"181cm / 5'11""",75kg / 165lb,LB,27
80,77,79,81,51,64,40,CM,Right,"177cm / 5'10""",64kg / 141lb,,31
68,67,65,74,53,62,60,CM,Right,"172cm / 5'8""",68kg / 150lb,CDM,28
69,63,66,68,59,67,55,CM,Right,"178cm / 5'10""",69kg / 152lb,CDM,20
79,80,74,52,59,65,60,LW,Right,"180cm / 5'11""",65kg / 143lb,"RW, LM",22
64,62,57,68,67,57,60,CM,Right,"178cm / 5'10""",75kg / 165lb,,20
63,65,75,66,66,66,66,ST,Right,"180cm / 5'11""",70kg / 154lb,,21
67,76,54,46,71,67,74,CB,Right,"190cm / 6'3""",83kg / 183lb,,24
56,66,45,46,67,48,69,CB,Right,"190cm / 6'3""",81kg / 179lb,,20
76,71,76,80,68,77,60,LM,Right,"178cm / 5'10""",70kg / 154lb,"CM, LW",26
66,61,63,69,61,55,55,CM,Left,"176cm / 5'9""",66kg / 146lb,,20
36,49,35,25,38,35,34,GK,Right,"191cm / 6'3""",82kg / 181lb,,36
76,72,79,79,35,49,29,LM,Right,"174cm / 5'9""",66kg / 146lb,"RM, LW",19
57,52,53,64,35,39,42,CDM,Right,"175cm / 5'9""",65kg / 143lb,CM,22
70,68,69,84,37,44,36,LW,Left,"164cm / 5'5""",61kg / 134lb,"RW, LM",21
28,30,25,25,50,28,58,GK,Right,"190cm / 6'3""",81kg / 179lb,,21
73,73,55,41,55,62,53,RB,Right,"167cm / 5'6""",67kg / 148lb,,21
65,69,62,51,53,50,60,RM,Right,"188cm / 6'2""",76kg / 168lb,"LM, ST, RW",25
51,56,54,48,64,56,66,CDM,Right,"190cm / 6'3""",78kg / 172lb,CM,20
68,69,63,68,63,55,64,LM,Right,"180cm / 5'11""",70kg / 154lb,"ST, LW",20
60,47,32,41,72,62,75,CB,Right,"186cm / 6'1""",76kg / 168lb,,20
64,66,58,73,57,64,60,CAM,Right,"175cm / 5'9""",73kg / 161lb,,20
73,70,59,64,67,70,64,ST,Right,"183cm / 6'0""",73kg / 161lb,,25
61,69,63,78,46,53,52,LM,Right,"173cm / 5'8""",68kg / 150lb,LW,21
28,17,24,28,54,28,63,GK,Left,"190cm / 6'3""",77kg / 170lb,,21
67,65,73,75,43,55,42,CM,Right,"178cm / 5'10""",73kg / 161lb,CAM,20
43,34,53,48,62,63,76,CDM,Right,"180cm / 5'11""",72kg / 159lb,"CM, CB",31
67,68,62,65,59,66,61,RB,Right,"185cm / 6'1""",71kg / 157lb,,21
52,62,55,39,54,40,53,CB,Right,"188cm / 6'2""",75kg / 165lb,,19
67,61,64,69,62,60,63,RW,Right,"182cm / 6'0""",75kg / 165lb,"LW, RM",24
60,61,51,48,49,58,51,LB,Left,"180cm / 5'11""",66kg / 146lb,,20
55,52,70,71,47,76,59,CM,Right,"179cm / 5'10""",70kg / 154lb,,21
22,19,32,44,33,23,32,GK,Right,"184cm / 6'0""",79kg / 174lb,,24
70,71,67,58,67,68,66,LB,Left,"185cm / 6'1""",69kg / 152lb,,28
32,34,60,40,68,62,73,CDM,Right,"179cm / 5'10""",75kg / 165lb,CM,31
56,64,55,71,52,63,54,RB,Right,"175cm / 5'9""",69kg / 152lb,,21
48,55,48,46,67,56,74,CB,Right,"191cm / 6'3""",72kg / 159lb,,18
58,66,57,60,67,55,72,CB,Right,"181cm / 5'11""",74kg / 163lb,,23
75,72,79,73,56,74,53,LB,Left,"177cm / 5'10""",77kg / 170lb,,23
61,65,61,60,66,53,69,CB,Left,"184cm / 6'0""",74kg / 163lb,,19
65,57,58,64,70,58,70,ST,Right,"191cm / 6'3""",87kg / 192lb,,19
68,66,44,55,69,61,64,CB,Right,"187cm / 6'2""",77kg / 170lb,,19
71,67,56,57,66,62,72,CB,Right,"185cm / 6'1""",77kg / 170lb,,25
55,46,38,51,60,24,58,GK,Left,"185cm / 6'1""",80kg / 176lb,,29
64,62,66,61,47,80,54,CAM,Left,"177cm / 5'10""",75kg / 165lb,"CM, ST",25
28,31,34,34,54,25,62,GK,Right,"188cm / 6'2""",70kg / 154lb,,20
58,64,73,80,57,71,59,LB,Left,"178cm / 5'10""",69kg / 152lb,"CM, LM",34
62,68,63,58,47,71,57,CM,Right,"176cm / 5'9""",74kg / 163lb,,21
82,79,76,78,57,62,53,LM,Left,"178cm / 5'10""",69kg / 152lb,LW,24
32,24,29,34,44,26,48,GK,Right,"191cm / 6'3""",77kg / 170lb,,23
62,60,62,59,67,59,64,ST,Left,"182cm / 6'0""",80kg / 176lb,,29
61,56,55,76,57,58,58,LB,Left,"174cm / 5'9""",70kg / 154lb,,24
74,72,83,86,40,52,34,CM,Right,"167cm / 5'6""",57kg / 126lb,,22
55,54,47,49,69,53,82,CB,Left,"191cm / 6'3""",88kg / 194lb,,20
71,70,70,62,62,56,60,LB,Left,"178cm / 5'10""",72kg / 159lb,,25
67,68,46,59,68,62,60,CB,Right,"187cm / 6'2""",76kg / 168lb,,20
84,89,57,71,67,52,47,ST,Right,"175cm / 5'9""",73kg / 161lb,,20
40,40,31,53,52,25,52,GK,Right,"180cm / 5'11""",72kg / 159lb,,35
69,69,68,74,42,45,45,RW,Right,"180cm / 5'11""",74kg / 163lb,"ST, RM",19
39,40,37,27,46,38,45,GK,Right,"196cm / 6'5""",85kg / 187lb,,24
30,27,28,40,52,37,59,GK,Right,"196cm / 6'5""",86kg / 190lb,,28
37,39,38,28,59,21,63,GK,Right,"191cm / 6'3""",83kg / 183lb,,30
79,72,75,75,43,55,40,CAM,Right,"177cm / 5'10""",64kg / 141lb,"CM, LM",21
67,66,71,76,53,64,54,CDM,Right,"171cm / 5'7""",72kg / 159lb,CM,21
40,44,42,56,56,45,60,GK,Right,"187cm / 6'2""",80kg / 176lb,,38
66,59,63,64,62,69,63,RB,Right,"180cm / 5'11""",76kg / 168lb,"RM, CB",24
80,82,62,69,59,58,61,LW,Right,"177cm / 5'10""",65kg / 143lb,"ST, LM",27
51,54,47,55,65,59,71,CB,Right,"185cm / 6'1""",75kg / 165lb,,28
60,62,50,43,69,55,73,CB,Right,"192cm / 6'4""",84kg / 185lb,,21
30,23,23,46,47,28,51,GK,Right,"184cm / 6'0""",80kg / 176lb,,30
89,85,70,70,70,56,50,CAM,Right,"186cm / 6'1""",78kg / 172lb,,27
71,76,68,70,40,51,38,RM,Right,"177cm / 5'10""",73kg / 161lb,"RB, RW",19
60,62,58,53,60,56,55,ST,Right,"182cm / 6'0""",70kg / 154lb,LW,34
66,69,59,77,38,43,42,LM,Left,"172cm / 5'8""",70kg / 154lb,LW,22
38,43,47,51,66,61,66,ST,Left,"188cm / 6'2""",80kg / 176lb,,23
72,70,67,69,53,59,60,RM,Right,"178cm / 5'10""",72kg / 159lb,"RB, RW",20
31,30,33,30,44,15,48,GK,Right,"189cm / 6'2""",82kg / 181lb,,32
80,71,83,87,46,48,43,CAM,Right,"173cm / 5'8""",57kg / 126lb,CM,19
72,75,68,66,72,55,70,CB,Left,"187cm / 6'2""",80kg / 176lb,LB,18
62,65,68,75,53,54,47,CDM,Right,"175cm / 5'9""",70kg / 154lb,CM,20
83,74,69,72,63,64,63,LM,Right,"173cm / 5'8""",65kg / 143lb,"LW, RW",28
61,56,61,44,64,62,63,RB,Right,"180cm / 5'11""",77kg / 170lb,LB,33
66,63,67,57,39,52,43,CAM,Right,"180cm / 5'11""",70kg / 154lb,CM,19
33,34,29,42,51,30,57,GK,Right,"186cm / 6'1""",78kg / 172lb,,23
69,69,65,62,64,69,68,CB,Left,"177cm / 5'10""",73kg / 161lb,LB,23
65,63,62,70,51,64,54,LM,Left,"182cm / 6'0""",70kg / 154lb,"LB, LW",18
56,66,67,67,61,56,69,CAM,Right,"185cm / 6'1""",72kg / 159lb,CM,29
65,62,63,66,59,57,59,CM,Left,"173cm / 5'8""",65kg / 143lb,CDM,17
72,66,72,58,56,67,60,RB,Right,"181cm / 5'11""",75kg / 165lb,CM,28
66,68,59,74,50,63,57,CDM,Right,"175cm / 5'9""",73kg / 161lb,,22
59,67,65,75,52,66,57,RB,Right,"182cm / 6'0""",75kg / 165lb,,19
40,45,49,53,50,33,51,GK,Right,"183cm / 6'0""",76kg / 168lb,,21
43,63,68,63,56,78,61,CDM,Right,"182cm / 6'0""",70kg / 154lb,CM,29
17,18,22,31,44,17,54,GK,Right,"187cm / 6'2""",68kg / 150lb,,18
71,65,69,74,44,43,35,CM,Left,"175cm / 5'9""",63kg / 139lb,,20
89,86,79,68,62,37,58,ST,Right,"180cm / 5'11""",70kg / 154lb,RM,18
75,82,72,66,72,55,69,ST,Right,"183cm / 6'0""",74kg / 163lb,"RW, RM",21
73,68,83,91,36,41,33,CM,Left,"165cm / 5'5""",60kg / 132lb,,21
52,55,48,63,62,49,67,CB,Right,"185cm / 6'1""",74kg / 163lb,RB,23
